"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSMUSG00000024725.13",0.000535743415861927,-0.170102105344955,0.963,0.964,1
"ENSMUSG00000038539.15",0.767853319902522,-0.170667737865913,0.053,0.049,1
"ENSMUSG00000028792.14",0.405505398672456,-0.170769768542609,0.502,0.494,1
"ENSMUSG00000015749.12",0.402929857389319,-0.171131796461714,0.188,0.204,1
"ENSMUSG00000064367.1",0.700049459438158,-0.171267703430187,0.206,0.191,1
"ENSMUSG00000029571.14",0.636226297583735,-0.171334078058367,0.062,0.068,1
"ENSMUSG00000019960.8",0.282230538135898,-0.171363171220728,0.044,0.057,1
"ENSMUSG00000026626.11",0.264682523008833,-0.171528856664125,0.29,0.311,1
"ENSMUSG00000032328.12",0.786772457470652,-0.171678842963064,0.23,0.217,1
"ENSMUSG00000052915.14",0.484008659226268,-0.171688872236555,0.217,0.23,1
"ENSMUSG00000038812.16",0.547023665433386,-0.171694125125562,0.23,0.239,1
"ENSMUSG00000073131.12",0.69203502762213,-0.171983705923974,0.164,0.152,1
"ENSMUSG00000032330.7",0.0421481009745675,-0.172021485283832,0.829,0.829,1
"ENSMUSG00000024085.13",0.327794140108253,-0.172071001751986,0.099,0.113,1
"ENSMUSG00000021431.15",0.928863396313104,-0.172220174557497,0.07,0.071,1
"ENSMUSG00000037351.9",0.680656174117805,-0.172364079146236,0.048,0.053,1
"ENSMUSG00000028411.15",0.456860976747567,-0.17244221274201,0.062,0.073,1
"ENSMUSG00000036430.8",0.716076257033747,-0.172502025659691,0.114,0.119,1
"ENSMUSG00000044715.7",0.402405647505908,-0.172672192065622,0.184,0.198,1
"ENSMUSG00000055850.12",0.932986314666758,-0.17272041187752,0.105,0.101,1
"ENSMUSG00000050732.9",0.0124006113455029,-0.172804596945686,0.868,0.896,1
"ENSMUSG00000054309.9",0.334332322271069,-0.173066911856798,0.072,0.086,1
"ENSMUSG00000036918.16",0.229688848125085,-0.173239524035587,0.068,0.052,1
"ENSMUSG00000032422.18",0.343679976679328,-0.173329525129148,0.042,0.054,1
"ENSMUSG00000031754.10",0.710981633055337,-0.173366516990614,0.193,0.198,1
"ENSMUSG00000028559.17",0.673538297948603,-0.173450252128089,0.267,0.247,1
"ENSMUSG00000002668.8",0.770734237312687,-0.173480747826383,0.167,0.157,1
"ENSMUSG00000034248.7",0.472799247335226,-0.173520472392856,0.051,0.043,1
"ENSMUSG00000028945.9",0.853140399426656,-0.173647285495487,0.355,0.324,1
"ENSMUSG00000020120.15",0.636048332259779,-0.173648286049332,0.173,0.159,1
"ENSMUSG00000028416.13",0.555446459986617,-0.173661885872781,0.298,0.306,1
"ENSMUSG00000060373.15",0.831480693474956,-0.173680405636763,0.335,0.315,1
"ENSMUSG00000028964.14",0.411735542982794,-0.174031449132943,0.419,0.414,1
"ENSMUSG00000020571.13",0.878555748320083,-0.174727161275016,0.081,0.077,1
"ENSMUSG00000030055.16",0.921374885914897,-0.175585301299353,0.079,0.08,1
"ENSMUSG00000007812.16",0.981005013444829,-0.175823369986574,0.061,0.061,1
"ENSMUSG00000028729.15",0.618700372063074,-0.175906311085462,0.171,0.178,1
"ENSMUSG00000020477.10",0.970508237881731,-0.176017325567674,0.265,0.254,1
"ENSMUSG00000042323.17",0.689324750093061,-0.176566099010666,0.156,0.164,1
"ENSMUSG00000056216.9",0.767975155838364,-0.176755756323601,0.072,0.066,1
"ENSMUSG00000030263.13",0.072992352510429,-0.176877048910524,0.717,0.714,1
"ENSMUSG00000052837.7",0.477304388160428,-0.176932343861377,0.355,0.369,1
"ENSMUSG00000118342.1",0.384166475905897,-0.177506395840552,0.083,0.068,1
"ENSMUSG00000002379.7",0.456347704283473,-0.17763987003591,0.531,0.53,1
"ENSMUSG00000028936.15",0.268812607453234,-0.177713156531133,0.583,0.58,1
"ENSMUSG00000030527.15",0.849843761629735,-0.177861782302198,0.05,0.052,1
"ENSMUSG00000030339.7",0.912596318805406,-0.178337166913274,0.075,0.076,1
"ENSMUSG00000040414.8",0.491998531675749,-0.178681985001659,0.057,0.048,1
"ENSMUSG00000030591.17",0.430553784968292,-0.178769870129728,0.347,0.35,1
"ENSMUSG00000002524.17",0.811363167916073,-0.179134209448149,0.235,0.237,1
"ENSMUSG00000041846.15",0.434323896940978,-0.179140810463565,0.068,0.08,1
"ENSMUSG00000032515.8",0.480588974342185,-0.179423732266987,0.057,0.066,1
"ENSMUSG00000040370.13",0.115766999980642,-0.179670360697573,0.119,0.149,1
"ENSMUSG00000015755.16",0.733570734402668,-0.179820065597803,0.077,0.082,1
"ENSMUSG00000056763.16",0.85947030471339,-0.179835938428676,0.066,0.063,1
"ENSMUSG00000029570.5",0.741195938009177,-0.18035729181765,0.048,0.052,1
"ENSMUSG00000071379.2",0.25658857128943,-0.180576817317309,0.357,0.377,1
"ENSMUSG00000002043.17",0.376138568478757,-0.180612844612481,0.191,0.208,1
"ENSMUSG00000062397.8",0.312628411448239,-0.180838417325093,0.344,0.351,1
"ENSMUSG00000032688.9",0.762018066764664,-0.180902225409551,0.066,0.07,1
"ENSMUSG00000098557.1",0.0489212194001532,-0.180907598458904,0.246,0.294,1
"ENSMUSG00000031133.12",0.964169876102019,-0.181101461929809,0.176,0.174,1
"ENSMUSG00000028860.13",0.722137720364241,-0.181355040439073,0.199,0.202,1
"ENSMUSG00000038462.3",0.210728250620647,-0.181706958503252,0.415,0.434,1
"ENSMUSG00000006335.16",0.711270991695776,-0.182250346246221,0.055,0.059,1
"ENSMUSG00000034932.4",0.525346167874735,-0.182514694661677,0.154,0.138,1
"ENSMUSG00000062006.12",1.39036661608212e-06,-0.182783581040062,0.985,0.988,0.0273610246378801
"ENSMUSG00000078485.3",0.61638897168147,-0.182805560560976,0.142,0.149,1
"ENSMUSG00000015289.4",0.605717895001962,-0.182904813714716,0.099,0.108,1
"ENSMUSG00000005873.6",0.184009786777543,-0.183094311923172,0.515,0.523,1
"ENSMUSG00000050628.6",0.124014467104024,-0.183303609409559,0.221,0.251,1
"ENSMUSG00000038696.14",0.520754501386829,-0.183367692262264,0.081,0.071,1
"ENSMUSG00000052146.16",0.000374229400311898,-0.183515132448071,0.943,0.954,1
"ENSMUSG00000025785.5",0.611774966797687,-0.183582514622494,0.077,0.085,1
"ENSMUSG00000061474.11",0.69574562742705,-0.183744251162493,0.103,0.109,1
"ENSMUSG00000042770.8",0.885397825123706,-0.183806587246455,0.123,0.123,1
"ENSMUSG00000038393.14",0.594049386695314,-0.184139736348206,0.243,0.218,1
"ENSMUSG00000026457.14",0.013420014621004,-0.184217839041476,0.7,0.742,1
"ENSMUSG00000039656.17",0.98825162674142,-0.184258555241311,0.07,0.07,1
"ENSMUSG00000026068.11",0.874169503275073,-0.184524083081277,0.182,0.183,1
"ENSMUSG00000020440.13",0.0281565606511846,-0.185014303193018,0.711,0.725,1
"ENSMUSG00000029201.14",0.941672649288219,-0.185156597982137,0.311,0.293,1
"ENSMUSG00000001666.8",0.338695346202544,-0.185570734340633,0.04,0.052,1
"ENSMUSG00000042599.8",0.729764055868353,-0.185687832523689,0.336,0.33,1
"ENSMUSG00000026430.16",0.367926772691049,-0.185771673077287,0.364,0.378,1
"ENSMUSG00000023980.7",0.378471277933147,-0.185886135038841,0.059,0.047,1
"ENSMUSG00000041453.12",0.0701607549060977,-0.186082522893382,0.768,0.745,1
"ENSMUSG00000021218.10",0.0459088951328605,-0.186528154706989,0.676,0.706,1
"ENSMUSG00000040028.10",0.624356068760961,-0.186529111193893,0.217,0.196,1
"ENSMUSG00000030225.11",0.914800323569735,-0.186829568875186,0.094,0.091,1
"ENSMUSG00000040699.13",0.00288755508649955,-0.187063488755236,0.923,0.925,1
"ENSMUSG00000096463.1",0.838974374556677,-0.187501865863574,0.066,0.068,1
"ENSMUSG00000023904.10",0.0469639097653191,-0.187634412237213,0.419,0.461,1
"ENSMUSG00000090553.8",0.039087953576588,-0.187715669502213,0.449,0.497,1
"ENSMUSG00000019564.12",0.249490991261934,-0.187735775274774,0.211,0.238,1
"ENSMUSG00000030824.17",0.290708624633222,-0.187786223658224,0.057,0.044,1
"ENSMUSG00000070283.4",0.982314259481356,-0.187823265688423,0.138,0.137,1
"ENSMUSG00000005354.16",0.775918584152952,-0.187884788598079,0.167,0.156,1
"ENSMUSG00000021598.9",0.976314627851692,-0.187897964422598,0.241,0.231,1
"ENSMUSG00000110195.1",0.70068416728534,-0.188193675370021,0.325,0.324,1
"ENSMUSG00000035047.9",0.0692167619224027,-0.188355357479353,0.081,0.113,1
"ENSMUSG00000026180.8",0.287946450401197,-0.188698113764839,0.336,0.35,1
"ENSMUSG00000040842.17",0.778227614510761,-0.188708701432333,0.116,0.118,1
"ENSMUSG00000026987.16",0.306792451899883,-0.189074317727308,0.237,0.257,1
"ENSMUSG00000042042.14",0.251941536302662,-0.189331429666478,0.136,0.16,1
"ENSMUSG00000039232.12",0.793430725421246,-0.190232456991513,0.472,0.452,1
"ENSMUSG00000028581.17",0.198923864198015,-0.190261602324879,0.612,0.615,1
"ENSMUSG00000024197.10",0.195272893436738,-0.190410814754794,0.294,0.324,1
"ENSMUSG00000039183.6",0.246308936308558,-0.191077835370121,0.092,0.111,1
"ENSMUSG00000019947.10",0.550799196911194,-0.191123185265859,0.061,0.068,1
"ENSMUSG00000028152.10",0.856335151750202,-0.19130780585859,0.094,0.089,1
"ENSMUSG00000024826.15",0.678255157305276,-0.191334704632049,0.103,0.109,1
"ENSMUSG00000094733.1",0.552003790010919,-0.191507391859855,0.421,0.411,1
"ENSMUSG00000040904.10",0.0231975212724145,-0.192142771198098,0.719,0.746,1
"ENSMUSG00000020167.14",0.837810645047551,-0.192501344530342,0.055,0.057,1
"ENSMUSG00000026112.7",0.69298754971277,-0.192563426681921,0.119,0.123,1
"ENSMUSG00000020437.12",0.850420571306901,-0.192569711853792,0.184,0.184,1
"ENSMUSG00000027835.11",0.440280877695129,-0.192636577799022,0.491,0.487,1
"ENSMUSG00000021182.16",0.784585125292625,-0.192898724163357,0.138,0.13,1
"ENSMUSG00000051316.8",0.780225528231252,-0.192993275109969,0.169,0.158,1
"ENSMUSG00000061315.14",0.0194198368337785,-0.193281372155666,0.853,0.863,1
"ENSMUSG00000026966.6",0.553940765123091,-0.19344305677214,0.381,0.375,1
"ENSMUSG00000046691.14",0.575672744668906,-0.193445112721705,0.099,0.108,1
"ENSMUSG00000040940.18",0.145784083791009,-0.19362495851617,0.381,0.41,1
"ENSMUSG00000015757.10",0.980798361098743,-0.193748342502142,0.16,0.155,1
"ENSMUSG00000020993.9",0.0443973253584688,-0.193801311557624,0.421,0.467,1
"ENSMUSG00000024800.8",0.997038766784684,-0.193852351582107,0.059,0.058,1
"ENSMUSG00000117238.1",0.803994425007007,-0.194103482294861,0.066,0.07,1
"ENSMUSG00000019738.15",0.752744561120676,-0.194338625306645,0.171,0.173,1
"ENSMUSG00000034647.15",0.528018110658879,-0.194360145031438,0.272,0.282,1
"ENSMUSG00000030315.15",0.995815868987025,-0.19452708981352,0.053,0.053,1
"ENSMUSG00000049871.14",0.54484921532092,-0.194529463374835,0.048,0.055,1
"ENSMUSG00000079316.10",0.849863746917152,-0.194537533571283,0.103,0.105,1
"ENSMUSG00000090124.7",0.548434007318495,-0.19459176348086,0.074,0.065,1
"ENSMUSG00000059325.14",0.622940012621306,-0.194747752183878,0.197,0.203,1
"ENSMUSG00000032215.15",0.566805090337207,-0.194822872739187,0.142,0.15,1
"ENSMUSG00000037742.14",9.6023172240663e-06,-0.195464076007667,0.965,0.963,0.188964000652401
"ENSMUSG00000052331.14",0.919660812999806,-0.195559450155228,0.134,0.134,1
"ENSMUSG00000037072.15",0.0892105748210986,-0.195622420583135,0.601,0.622,1
"ENSMUSG00000029551.13",0.896519557765333,-0.195623087183137,0.075,0.076,1
"ENSMUSG00000032525.15",0.417057493912413,-0.195924687061153,0.123,0.138,1
"ENSMUSG00000027130.15",0.769015247766121,-0.195999472810837,0.119,0.111,1
"ENSMUSG00000030814.17",0.349287025590328,-0.196372024288987,0.05,0.062,1
"ENSMUSG00000037313.16",0.964231100540991,-0.196425370432195,0.061,0.059,1
"ENSMUSG00000032376.12",0.102713175771208,-0.196578319520459,0.132,0.164,1
"ENSMUSG00000029723.16",0.782297739725877,-0.196614279115104,0.513,0.488,1
"ENSMUSG00000023027.13",0.925723797590941,-0.19696258780383,0.211,0.207,1
"ENSMUSG00000022781.8",0.964848569019873,-0.197122562200279,0.314,0.296,1
"ENSMUSG00000034595.17",0.180912984102326,-0.197285349694464,0.562,0.577,1
"ENSMUSG00000003131.7",0.505524135653503,-0.197289837264773,0.103,0.114,1
"ENSMUSG00000036822.6",0.190546788102697,-0.197446300131876,0.055,0.073,1
"ENSMUSG00000027828.12",0.735103614325679,-0.197487657802272,0.23,0.227,1
"ENSMUSG00000017707.9",0.731580441121402,-0.197562909837522,0.228,0.212,1
"ENSMUSG00000027901.12",0.342439669264152,-0.197664749047578,0.05,0.062,1
"ENSMUSG00000025287.15",0.925869826916738,-0.19781847329244,0.164,0.162,1
"ENSMUSG00000029148.15",0.591721186407387,-0.198513555449743,0.195,0.203,1
"ENSMUSG00000031828.9",0.950959193189455,-0.198633244104147,0.059,0.057,1
"ENSMUSG00000058318.15",0.893536333120026,-0.199169228966412,0.061,0.058,1
"ENSMUSG00000018565.17",0.282653097103802,-0.199206291441313,0.064,0.08,1
"ENSMUSG00000025223.15",0.743406234572412,-0.1994832534551,0.055,0.051,1
"ENSMUSG00000042870.15",0.478826075317824,-0.199554177152179,0.127,0.14,1
"ENSMUSG00000023861.17",0.125193836215756,-0.200056499280362,0.426,0.456,1
"ENSMUSG00000021948.17",0.865921590439649,-0.200194876930263,0.316,0.292,1
"ENSMUSG00000019505.7",1.59448081600576e-05,-0.200430274641949,0.987,0.991,0.313777879781773
"ENSMUSG00000025795.8",0.52855657461167,-0.200612199363547,0.278,0.286,1
"ENSMUSG00000102070.1",0.0907597478609596,-0.200788217887419,0.588,0.629,1
"ENSMUSG00000071497.4",0.513636062252475,-0.201115023530538,0.118,0.128,1
"ENSMUSG00000028868.13",0.515017572031374,-0.201250937560642,0.301,0.313,1
"ENSMUSG00000020180.10",0.26686549954601,-0.201287917699886,0.325,0.341,1
"ENSMUSG00000021596.16",0.277761753716911,-0.201384196562282,0.233,0.253,1
"ENSMUSG00000067713.7",0.211031107540254,-0.201688004403759,0.252,0.278,1
"ENSMUSG00000053253.16",0.574722623950273,-0.202081885497888,0.219,0.224,1
"ENSMUSG00000019362.8",0.419136145327604,-0.202358048031656,0.524,0.516,1
"ENSMUSG00000042759.12",0.422839622314926,-0.202915046255846,0.222,0.232,1
"ENSMUSG00000068551.12",0.841701401905123,-0.203186882781508,0.088,0.084,1
"ENSMUSG00000020515.13",0.272852950977225,-0.203322844808409,0.121,0.1,1
"ENSMUSG00000033545.14",0.240745684727551,-0.203365000032848,0.165,0.189,1
"ENSMUSG00000034220.7",0.0948277460161512,-0.203532443818417,0.055,0.08,1
"ENSMUSG00000046079.16",0.53407009154268,-0.203538857598569,0.083,0.092,1
"ENSMUSG00000020232.17",0.594489542921177,-0.203564000119365,0.07,0.077,1
"ENSMUSG00000040528.15",0.361979755676079,-0.203590699686462,0.406,0.414,1
"ENSMUSG00000020921.6",0.572958947661325,-0.203691905434143,0.044,0.051,1
"ENSMUSG00000037361.8",0.138405752873364,-0.204020888555727,0.52,0.531,1
"ENSMUSG00000000244.17",0.770509082123937,-0.204482178195806,0.14,0.13,1
"ENSMUSG00000020029.6",0.0697351024341206,-0.204620472759474,0.487,0.526,1
"ENSMUSG00000022400.9",0.0962753938635756,-0.204655954292219,0.776,0.767,1
"ENSMUSG00000040462.13",0.580764467746333,-0.204972296943652,0.118,0.127,1
"ENSMUSG00000078578.9",0.000136765793106679,-0.2049991377159,0.93,0.927,1
"ENSMUSG00000026810.12",0.673009348388394,-0.205086114786405,0.156,0.162,1
"ENSMUSG00000021822.3",0.591644153662311,-0.205147956550006,0.061,0.053,1
"ENSMUSG00000019179.10",0.0312176171445859,-0.205319583325691,0.75,0.771,1
"ENSMUSG00000033099.10",0.816815320257154,-0.205510231631317,0.096,0.091,1
"ENSMUSG00000028932.8",0.606010385605412,-0.205524852733156,0.246,0.253,1
"ENSMUSG00000020205.8",0.858653180344419,-0.205638822225982,0.184,0.184,1
"ENSMUSG00000057113.13",0.192626814768412,-0.205677722811647,0.377,0.411,1
"ENSMUSG00000042535.9",0.47920011974533,-0.205826508744482,0.066,0.075,1
"ENSMUSG00000016427.7",0.071211016493663,-0.20589567194762,0.662,0.671,1
"ENSMUSG00000020923.17",0.497120342387746,-0.2060269371925,0.07,0.059,1
"ENSMUSG00000020846.6",0.0112687434298709,-0.20607680518842,0.678,0.728,1
"ENSMUSG00000020074.7",0.897030899581767,-0.206439911144882,0.112,0.114,1
"ENSMUSG00000063410.8",0.440384878376587,-0.20658187268903,0.465,0.455,1
"ENSMUSG00000015714.11",0.722429240161271,-0.20684059898266,0.149,0.154,1
"ENSMUSG00000036850.4",0.979210260033886,-0.206859436875998,0.142,0.138,1
"ENSMUSG00000032870.8",0.668662320700087,-0.206886002866824,0.197,0.202,1
"ENSMUSG00000048000.15",0.973050062699687,-0.206963108827958,0.057,0.057,1
"ENSMUSG00000021987.9",0.260397395992447,-0.206963612477673,0.112,0.132,1
"ENSMUSG00000090077.9",0.536936379701281,-0.207102135464314,0.055,0.063,1
"ENSMUSG00000000171.5",0.229673990460206,-0.207308284419582,0.261,0.284,1
"ENSMUSG00000031585.13",0.138137721842965,-0.207472786041669,0.208,0.244,1
"ENSMUSG00000022205.15",0.00102691000122846,-0.207548344035364,0.798,0.836,1
"ENSMUSG00000062901.3",0.500250952828612,-0.207605425433877,0.188,0.198,1
"ENSMUSG00000030035.14",0.260739224149036,-0.207852012566519,0.14,0.114,1
"ENSMUSG00000049988.5",0.894982763057006,-0.207896102142368,0.2,0.19,1
"ENSMUSG00000029720.9",0.690119654937652,-0.207947415548686,0.259,0.258,1
"ENSMUSG00000024327.16",0.90475142570182,-0.208288248196821,0.07,0.067,1
"ENSMUSG00000031627.9",0.754389835060911,-0.208341596566248,0.193,0.195,1
"ENSMUSG00000022969.13",0.795796865054994,-0.208480909891346,0.167,0.169,1
"ENSMUSG00000024099.15",0.525717655726835,-0.208717119852255,0.384,0.392,1
"ENSMUSG00000035824.7",0.468664314981204,-0.208950247928334,0.088,0.099,1
"ENSMUSG00000007656.13",0.0210405064060296,-0.209410835874462,0.741,0.75,1
"ENSMUSG00000055917.15",0.391676602962294,-0.209676501567617,0.046,0.056,1
"ENSMUSG00000058818.13",0.195117855832646,-0.209813370376885,0.535,0.552,1
"ENSMUSG00000036315.13",0.702571038939449,-0.210203488735649,0.068,0.073,1
"ENSMUSG00000025745.12",0.898921313725706,-0.210544687816015,0.14,0.139,1
"ENSMUSG00000029254.16",0.714600410750628,-0.210605128348603,0.156,0.159,1
"ENSMUSG00000071516.2",0.950613773253702,-0.210683849844743,0.077,0.077,1
"ENSMUSG00000032381.5",0.163482313928661,-0.210736446249528,0.449,0.46,1
"ENSMUSG00000035048.13",0.196645652352488,-0.210862538978828,0.43,0.447,1
"ENSMUSG00000022992.17",0.365931489919111,-0.211076751583196,0.051,0.063,1
"ENSMUSG00000051721.6",0.251548042090454,-0.211748110904444,0.059,0.075,1
"ENSMUSG00000034432.11",0.519509463781696,-0.211816048794383,0.2,0.21,1
"ENSMUSG00000027122.15",0.680782306013166,-0.211837408317128,0.051,0.046,1
"ENSMUSG00000053291.15",0.221126564196207,-0.211854943155243,0.349,0.369,1
"ENSMUSG00000037548.15",0.0472368269310195,-0.212114551229895,0.085,0.119,1
"ENSMUSG00000054733.9",0.0556067201024446,-0.212384379254741,0.575,0.605,1
"ENSMUSG00000039191.12",0.84679606062699,-0.212490042601204,0.088,0.09,1
"ENSMUSG00000059291.15",6.92093008625653e-06,-0.21253777102205,0.963,0.967,0.136196983167442
"ENSMUSG00000027134.4",0.664456191869916,-0.213077112589569,0.081,0.073,1
"ENSMUSG00000096199.2",0.95857933023449,-0.213250748537096,0.154,0.152,1
"ENSMUSG00000022339.9",0.648222618047514,-0.213356086659776,0.05,0.055,1
"ENSMUSG00000025544.13",0.521541927506028,-0.213409764347915,0.162,0.172,1
"ENSMUSG00000044811.13",0.435694971205706,-0.213582507361914,0.107,0.091,1
"ENSMUSG00000026473.16",0.662464143099058,-0.213780173395246,0.11,0.117,1
"ENSMUSG00000037608.16",0.462362034762227,-0.21390095338787,0.112,0.125,1
"ENSMUSG00000027642.15",0.396636856702319,-0.214038600692671,0.136,0.15,1
"ENSMUSG00000030298.10",0.716944675738457,-0.214068227276033,0.189,0.191,1
"ENSMUSG00000004849.14",0.649244209180997,-0.214091025743448,0.107,0.113,1
"ENSMUSG00000029234.13",0.289844485850199,-0.214134227534576,0.425,0.437,1
"ENSMUSG00000105388.1",0.506877961670951,-0.214298106794699,0.108,0.095,1
"ENSMUSG00000021577.14",0.728333645313574,-0.214454040245387,0.173,0.175,1
"ENSMUSG00000031591.14",0.746814124714631,-0.21454151431462,0.189,0.187,1
"ENSMUSG00000042520.16",0.775265124355971,-0.214593682608671,0.149,0.15,1
"ENSMUSG00000089929.1",0.84567531924554,-0.214613929029865,0.131,0.123,1
"ENSMUSG00000019961.17",0.53344033684005,-0.214654191292061,0.208,0.214,1
"ENSMUSG00000022175.9",0.769741467601483,-0.214664426054185,0.164,0.155,1
"ENSMUSG00000025224.16",0.966215981961787,-0.215097271318923,0.055,0.055,1
"ENSMUSG00000109378.1",0.926413146675775,-0.215200563628719,0.062,0.061,1
"ENSMUSG00000005779.12",0.524162383767138,-0.215334141160202,0.41,0.41,1
"ENSMUSG00000097589.9",0.31662450004387,-0.215377918361303,0.143,0.162,1
"ENSMUSG00000027613.15",0.318873001383386,-0.215399613903606,0.272,0.288,1
"ENSMUSG00000015461.15",0.865320652607487,-0.21554636944765,0.053,0.055,1
"ENSMUSG00000031429.14",0.984490771801668,-0.215907078099318,0.217,0.207,1
"ENSMUSG00000031708.17",2.45659084160975e-05,-0.215917531928334,0.958,0.955,0.483432511720383
"ENSMUSG00000031176.8",0.488701462785936,-0.215922552180263,0.116,0.128,1
"ENSMUSG00000015536.14",0.740948602699864,-0.215958253013722,0.116,0.108,1
"ENSMUSG00000005483.10",0.585399819718125,-0.216052098266238,0.14,0.147,1
"ENSMUSG00000029213.11",0.663290601887525,-0.216135840449701,0.202,0.209,1
"ENSMUSG00000025132.13",0.446565192700384,-0.216293373197292,0.414,0.409,1
"ENSMUSG00000023170.14",0.698905107858368,-0.216426938301956,0.232,0.231,1
"ENSMUSG00000024855.10",0.598257856487605,-0.216491057067,0.062,0.055,1
"ENSMUSG00000041278.10",0.88571149618702,-0.216595153745598,0.11,0.111,1
"ENSMUSG00000002844.9",0.49228229362746,-0.216652450168799,0.233,0.239,1
"ENSMUSG00000005533.10",0.417413919996713,-0.216770494554262,0.188,0.202,1
